avgLdpcIterations;ulBytes;pmi;rsrp;cqi;pucchSnr;rssi;ueId;inSync;dlBytes;dlMcs;ulMcs;ulBler;ri;pcmax;puschSnr;dlBler;phr;rsrq;sinr
3.3;422988.0;-4.1;-78.0;11.0;17.0;83.1;245;1.0;187528.0;9.0;7.0;0.0000000000;4.0;22.0;18.0;0.0000000000;52.0;-10.5;23.5
3.1;426158.0;-4.1;-78.0;11.0;17.0;84.0;245;1.0;188312.0;9.0;7.0;0.0000000000;4.0;23.0;19.0;0.0000000000;52.0;-10.5;23.5
3.1;429661.0;-4.1;-78.0;11.0;17.0;84.3;245;1.0;189880.0;9.0;7.0;0.0000000000;4.0;23.0;19.5;0.0000000000;52.0;-10.5;23.5
3.3;433465.0;-4.1;-78.0;11.0;17.0;84.0;245;1.0;191448.0;9.0;7.0;0.0000000000;4.0;23.0;18.5;0.0000000000;52.0;-10.5;23.5
3.1;437301.0;-4.1;-78.0;11.0;17.0;84.3;245;1.0;193016.0;9.0;7.0;0.0387420000;4.0;23.0;19.0;0.0000000000;52.0;-10.5;23.5
3.2;441105.0;-4.1;-78.0;11.0;17.0;83.3;245;1.0;194584.0;9.0;7.0;0.0135090000;4.0;23.0;8.0;0.0000000000;52.0;-10.5;23.5
3.1;444941.0;-4.1;-78.0;11.0;17.0;84.3;245;1.0;196152.0;9.0;7.0;0.0047100000;4.0;23.0;19.0;0.0000000000;52.0;-10.5;23.5
3.1;448444.0;-4.1;-78.0;11.0;17.0;83.9;245;1.0;197720.0;9.0;7.0;0.0018250000;4.0;23.0;19.0;0.0000000000;52.0;-10.5;23.5
3.1;452248.0;-4.1;-78.0;11.0;18.0;83.3;245;1.0;199288.0;9.0;7.0;0.0006360000;4.0;23.0;8.0;0.0000000000;52.0;-10.5;23.5
3.2;456385.0;-4.1;-78.0;11.0;17.0;83.0;245;1.0;201640.0;9.0;7.0;0.0002470000;4.0;22.0;8.0;0.0000000000;52.0;-10.5;23.5
3.2;460189.0;-4.1;-78.0;11.0;17.0;83.8;245;1.0;203208.0;9.0;7.0;0.0000860000;4.0;23.0;8.0;0.0000000000;52.0;-10.5;23.5
3.2;464025.0;-4.1;-78.0;11.0;16.0;83.8;245;1.0;204776.0;9.0;7.0;0.0000300000;4.0;23.0;19.0;0.0000000000;52.0;-10.5;23.5
3.2;467528.0;-4.1;-78.0;11.0;17.0;84.2;245;1.0;206344.0;9.0;7.0;0.0000120000;4.0;22.0;19.5;0.0000000000;52.0;-10.5;23.5
3.3;471332.0;-4.1;-78.0;11.0;17.0;83.0;245;1.0;207912.0;9.0;7.0;0.0000040000;4.0;22.0;11.0;0.0000000000;52.0;-10.5;23.5
3.1;475168.0;-4.1;-78.0;11.0;17.0;84.3;245;1.0;209480.0;9.0;7.0;0.0000010000;4.0;22.0;19.0;0.0000000000;52.0;-10.5;23.5
3.2;478972.0;-4.1;-78.0;11.0;17.0;83.1;245;1.0;211048.0;9.0;7.0;0.0000000000;4.0;22.0;10.5;0.0000000000;52.0;-10.5;23.5
3.1;482808.0;-4.1;-78.0;11.0;17.0;84.1;245;1.0;212616.0;9.0;7.0;0.0000000000;4.0;22.0;19.5;0.0000000000;52.0;-10.5;23.5
3.2;486311.0;-4.1;-78.0;11.0;17.0;84.0;245;1.0;214184.0;9.0;7.0;0.0000000000;4.0;22.0;19.0;0.0000000000;52.0;-10.5;23.5
3.1;490115.0;-4.1;-78.0;11.0;17.0;83.5;245;1.0;215752.0;9.0;7.0;0.0000000000;4.0;22.0;11.0;0.0000000000;52.0;-10.5;23.5
3.1;493951.0;-4.1;-78.0;11.0;16.0;83.9;245;1.0;217320.0;9.0;7.0;0.0000000000;4.0;22.0;19.0;0.0000000000;52.0;-10.5;23.5
3.2;498421.0;-4.1;-78.0;11.0;17.0;84.2;245;1.0;220456.0;9.0;7.0;0.0000000000;4.0;22.0;19.0;0.0000000000;52.0;-10.5;23.5
3.1;502257.0;-4.1;-78.0;11.0;17.0;83.2;245;1.0;222024.0;9.0;7.0;0.0000000000;4.0;22.0;17.5;0.0000000000;52.0;-10.5;23.5
3.0;505760.0;-4.1;-78.0;11.0;17.0;84.2;245;1.0;223592.0;9.0;7.0;0.0000000000;4.0;22.0;19.5;0.0000000000;52.0;-10.5;23.5
3.2;509929.0;-4.1;-78.0;11.0;17.0;83.1;245;1.0;225944.0;9.0;7.0;0.0531440000;4.0;22.0;11.0;0.0000000000;52.0;-10.5;23.5
3.1;513765.0;-4.1;-78.0;11.0;17.0;84.4;245;1.0;227512.0;9.0;7.0;0.0185300000;4.0;22.0;19.0;0.0000000000;52.0;-10.5;23.5
3.1;517569.0;-4.1;-78.0;11.0;17.0;83.0;245;1.0;229080.0;9.0;7.0;0.0064610000;4.0;22.0;11.0;0.0000000000;52.0;-10.5;23.5
3.1;521738.0;-4.1;-78.0;11.0;17.0;84.1;245;1.0;231432.0;9.0;7.0;0.0025030000;4.0;22.0;19.0;0.0000000000;52.0;-10.5;23.5
3.1;525574.0;-4.1;-78.0;11.0;17.0;83.1;245;1.0;233784.0;9.0;7.0;0.0008730000;4.0;22.0;17.5;0.0000000000;52.0;-10.5;23.5
3.1;529711.0;-4.1;-78.0;11.0;17.0;84.8;245;1.0;236136.0;9.0;7.0;0.0003380000;4.0;23.0;19.5;0.0000000000;52.0;-10.5;23.5
3.2;534213.0;-4.1;-78.0;11.0;17.0;84.1;245;1.0;239272.0;9.0;7.0;0.0001460000;4.0;22.0;18.5;0.0000000000;52.0;-10.5;23.5
3.1;540111.0;-4.1;-78.0;11.0;17.0;81.6;245;1.0;241624.0;9.0;7.0;0.0000560000;4.0;22.0;16.5;0.0000000000;52.0;-10.5;23.5
3.1;544420.0;-4.1;-78.0;11.0;17.0;82.9;245;1.0;243192.0;9.0;8.0;0.0000200000;4.0;22.0;17.5;0.0000000000;52.0;-10.5;23.5
3.1;548357.0;-4.1;-78.0;11.0;18.0;84.3;245;1.0;244760.0;9.0;8.0;0.0000080000;4.0;22.0;19.0;0.0000000000;52.0;-10.5;23.5
3.5;552635.0;-4.1;-78.0;11.0;17.0;82.3;245;1.0;246328.0;9.0;8.0;0.0270030000;4.0;22.0;10.0;0.0000000000;52.0;-10.5;23.5
3.1;556944.0;-4.1;-78.0;11.0;17.0;85.2;245;1.0;247896.0;9.0;8.0;0.0094150000;4.0;22.0;20.5;0.0000000000;52.0;-10.5;23.5
3.3;561222.0;-4.1;-78.0;11.0;17.0;83.1;245;1.0;249464.0;9.0;8.0;0.0302830000;4.0;22.0;10.5;0.0000000000;52.0;-10.5;23.5
3.1;565531.0;-4.1;-78.0;11.0;17.0;83.9;245;1.0;251032.0;9.0;8.0;0.0105590000;4.0;22.0;19.0;0.0000000000;52.0;-10.5;23.5
3.1;569468.0;-4.1;-78.0;11.0;17.0;82.9;245;1.0;252600.0;9.0;8.0;0.0040910000;4.0;22.0;18.5;0.0000000000;52.0;-10.5;23.5
